index,date,FXUSDCAD
1009,2021-01-15,1.2727
1010,2021-01-18,1.2762
1011,2021-01-19,1.2735
1012,2021-01-20,1.2656
1013,2021-01-21,1.2627
1014,2021-01-22,1.2716
1015,2021-01-25,1.2738
1016,2021-01-26,1.2702
1017,2021-01-27,1.2775
1018,2021-01-28,1.281
1019,2021-01-29,1.278
1020,2021-02-01,1.2824
1021,2021-02-02,1.2818
1022,2021-02-03,1.2783
1023,2021-02-04,1.2828
1024,2021-02-05,1.2777
1025,2021-02-08,1.2753
1026,2021-02-09,1.2719
1027,2021-02-10,1.2689
1028,2021-02-11,1.2686
1029,2021-02-12,1.2711
1030,2021-02-16,1.2684
1031,2021-02-17,1.2712
1032,2021-02-18,1.2696
